,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
191,floirac,2015-2016,16/05/2016,67.55,67.55,46,Dist 2 pts,Marie-christine LABOURDETTE,Floirac (46),Lanuejouls,32.97,27.29,7.36,0.0,Floirac (46)=>Lanuejoulssainte colombe-Galgan,C,Artik 4,24.3,2.8,1962.0,Soult (46),448995.0,165148.0,1463401450.0,Lanuejouls,444551.0,216478.0,1463411460.0,female
192,floirac,2015-2016,08/06/2016,46.08,46.08,46,Dist 2 pts,David HERVE,Floirac (46),Barbiat (Figeac),32.82,1.74,11.58,0.0,Floirac (46)=>Barbiat (Figeac)Issepts-D840 Recup,C,Ucross,21.8,2.1,1853.0,Soult,448965.0,1644.0,1465385635.0,Barbiat (Figeac),446305.0,204675.0,1465393256.0,male
193,floirac,2015-2016,26/06/2016,48.0,48.0,46,Dist 2 pts,Pierre GAUTHIER,Floirac (46),Montblond (manche à air ouest,0.82,1.01,46.22,0.0,Floirac (46)=> Montblond (manche à air ouestSoult (46)-Soult,C,Alpina,22.5,2.1,1658.0,Soult,448968.0,164815.0,1466939968.0,Montblond (manche à air ouest,445219.0,189217.0,1466947640.0,male
194,floirac,2015-2016,08/08/2016,56.01,56.01,46,Dist 2 pts,Jean-noel PELTE,Floirac (46),NAUSSAC,9.0,42.45,4.51,0.0,"Floirac (46)=>NAUSSACPech de Bouriane-Plagnes, commune de Loupiac",C,Aspen 4,21.7,2.6,2086.0,Soult (46),449031.0,165853.0,1470660225.0,NAUSSAC,445158.0,206623.0,1470669504.0,male
195,floirac,2015-2016,08/08/2016,55.89,55.89,46,Dist 2 pts,Antoine DOUMENC,Floirac (46),NAUSSAC,6.72,47.65,1.48,0.0,Floirac (46)=>NAUSSACCamp de Prats-NAUSSAC,C,Sigma 8,21.5,2.6,2131.0,Soult (46),449029.0,165835.0,1470660287.0,NAUSSAC,445192.0,205208.0,1470669627.0,male
196,floirac,2017-2018,22/07/2018,48.61,48.61,46,Dist 3 pts,Jerome CAPEL,Floirac (46),Cabrerets,1.39,1.54,1.23,44.4,0,C,Diamir 2,20.0,2.4,2001.0,Soult (46),448983.0,165362.0,1532262924.0,Cabrerets,444986.0,16438.0,1532271669.0,male
197,floirac,2017-2018,22/07/2018,74.5,74.5,46,Dist 3 pts,Pascal VALLEE,Floirac,Villefranche de Rouergue (Le Pesquié),1.33,1.47,1.45,70.2,0,bi,Diamir For Two,20.0,3.7,2112.0,Soult (46),44899.0,165427.0,1532260212.0,Villefranche de Rouergue (Le Pesquié),443288.0,202292.0,1532273601.0,male
198,floirac,2017-2018,22/07/2018,102.61,102.61,46,Dist 3 pts,Paul CHAUBET,Floirac (46),Almayrac,0.84,1.26,88.11,12.34,0,C,Spice,28.4,3.6,1885.0,Soult,448929.0,164528.0,1532263353.0,Almayrac,440925.0,216698.0,1532276375.0,male
199,floirac,2017-2018,25/07/2018,85.83,85.83,46,Dist 3 pts,Kevin BONNENFANT,Floirac,Caylus,0.82,35.87,41.19,7.88,0,D,Zeno,28.3,3.0,2796.0,Floirac,448961.0,164683.0,1532526727.0,Caylus,442298.0,176263.0,1532537648.0,male
200,floirac,2017-2018,22/07/2018,50.78,50.78,46,Dist 3 pts,Jean-luc MOULENE,Floirac (46),Bouziès,1.3,7.09,2.72,39.64,0,B,Iota 2,21.7,2.3,2060.0,Soult,448932.0,164617.0,1532263318.0,Bouziès,444827.0,16395.0,1532271726.0,male
