,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
1073,millau,2017-2018,27/08/2018,18.68,22.42,12,triangle,Stephane BLANC,Millau Puncho,Millau Plage,8.58,8.86,1.23,0.0,0,B,LEAF LITE,21.2,0.9,1124.0,Millau Puncho,441144.0,31028.0,1535388114.0,Millau officiel,441136.0,308662.0,1535391290.0,male
1074,millau,2017-2018,27/08/2018,21.09,25.31,12,triangle,Cedric CAMBON,Millau Puncho,Millau Plage,3.01,10.13,7.94,0.0,0,C,Sigma 10,12.8,1.6,1840.0,Puncho,441162.0,310505.0,1535385214.0,Carbassas,441419.0,311447.0,1535391131.0,male
1075,millau,2017-2018,27/08/2018,18.52,25.92,12,triangle FAI,Serge GUENNEAU,Millau Puncho,La Grauffesenque,5.81,5.18,7.52,0.0,0,D,Icon,11.8,1.6,1774.0,Puncho,441201.0,310473.0,1535376125.0,Pouncho déco,440981.0,309353.0,1535381797.0,male
1076,millau,2017-2018,27/08/2018,45.09,54.1,12,triangle,Frederic SALVAT,Millau Puncho,Millau golf,13.82,20.73,10.5,0.0,0,D,Peak 3,18.2,2.5,2279.0,Gandalous,441139.0,306722.0,1535374571.0,Pouncho d Agast Deco,440896.0,30829.0,1535383482.0,male
1077,millau,2017-2018,27/08/2018,41.28,41.28,12,Dist 3 pts,Vincent OLLIER,Millau Pouncho,Millau Puncho,11.19,11.74,9.25,9.06,0,C,Artik 4,14.7,2.8,1728.0,Millau Pouncho,441104.0,310113.0,1535380903.0,Pounche déco,441073.0,309755.0,1535391006.0,male
1078,millau,2018-2019,29/09/2018,49.02,49.02,12,Dist 3 pts,Didier BELTRAN,Millau Puncho,POINTE FALAISE villard,5.11,21.5,20.61,1.77,0,B,Mentor 4,22.2,2.2,2112.0,Puncho Déco Sud,441103.0,310305.0,1538223345.0,POINTE FALAISE villard,444789.0,324757.0,1538231279.0,male
1079,millau,2018-2019,02/09/2018,17.89,21.47,12,triangle,Michel VAYSSE,Millau Pouncho,La Grauffesenque,8.11,2.14,7.63,0.0,0,B,Epsilon 8,21.7,0.8,1708.0,Millau Puncho,441143.0,310278.0,1535892754.0,Millau - La Serre,440876.0,310477.0,1535895724.0,male
1080,millau,2018-2019,03/09/2018,29.94,35.93,12,triangle,Thierry MARTIN,Millau Puncho,Millau officiel,0.88,14.83,14.21,0.0,0,B,Mentor 5,17.1,1.8,1162.0,Falaise,441146.0,310323.0,1535992490.0,Pouncho d Agast Deco,44094.0,307948.0,1535998796.0,male
1081,millau,2018-2019,03/09/2018,55.36,77.51,12,triangle FAI,Alain MARTY,Millau Puncho,Millau plage,19.57,15.49,20.26,0.0,0,D,Zeno,19.1,2.9,2852.0,Puncho,441229.0,312242.0,1535979428.0,Millau Puncho,441155.0,308797.0,1535989852.0,male
1082,millau,2018-2019,03/09/2018,37.28,37.28,12,Dist 3 pts,Daniel WOLDRICH,Millau Puncho,La Grauffesenque,8.88,9.08,6.87,12.43,0,C,Sigma 9,20.7,1.8,1094.0,Millau Puncho,441131.0,310307.0,1535991932.0,Le Boundoulaou,440709.0,305945.0,1535998428.0,male
1083,millau,2018-2019,04/09/2018,59.34,71.21,12,triangle,Alain MARTY,Millau plage,La Grauffesenque,10.78,19.14,29.38,0.0,0,D,Zeno,24.2,2.4,2891.0,Puncho Déco Sud,441108.0,310728.0,1536065632.0,Pouncho déco,4409.0,308462.0,1536074444.0,male
1084,millau,2018-2019,08/09/2018,32.84,32.84,12,Dist 3 pts,Frederic BESSOU,Millau Puncho,SO de Vessac,10.87,4.31,16.95,0.68,0,D,King,17.6,1.9,2470.0,pointe sud-ouest puntcho,441091.0,309983.0,1536412540.0,SO de Vessac,441617.0,328787.0,1536419262.0,male
1085,millau,2018-2019,08/09/2018,52.65,73.71,12,triangle FAI,Fabien VIGUIER,Millau Puncho,Millau Puncho,15.18,20.07,17.36,0.0,0,D,mantra 6,17.9,2.9,2438.0,Falaise,441243.0,311733.0,1536412004.0,Millau officiel,441128.0,308815.0,1536422615.0,male
1086,millau,2018-2019,10/09/2018,25.85,31.02,12,triangle,Sebastien JEAN,Millau Puncho,La Grauffesenque,11.94,1.67,12.22,0.0,0,B,Chili 4,13.8,1.9,1496.0,Millau Puncho,441107.0,310118.0,1536590648.0,Pouncho d Agast Deco,4409.0,307747.0,1536597416.0,male
1087,millau,2018-2019,08/09/2018,38.41,53.77,12,triangle FAI,Pascal WISNIEWSKI,Millau Puncho,La Grauffesenque,13.97,12.82,11.62,0.0,0,B,Iota 2,0.0,0.0,2624.0,Puncho Déco Sud,441101.0,31093.0,0.0,La Grauffesenque,0.0,0.0,0.0,male
1088,millau,2018-2019,08/09/2018,38.41,53.77,12,triangle FAI,Mathieu AZEMA,Millau Puncho,La Grauffesenque,13.97,12.82,11.62,0.0,0,B,Mentor 5,0.0,0.0,2801.0,Puncho Déco Sud,441101.0,31093.0,0.0,La Grauffesenque,0.0,0.0,0.0,male
1089,millau,2018-2019,08/09/2018,38.41,53.77,12,triangle FAI,Jean pierre BORIES,Millau Puncho,La Grauffesenque,13.97,12.82,11.62,0.0,0,D,peak4,0.0,0.0,2671.0,Puncho Déco Sud,441101.0,31093.0,0.0,La Grauffesenque,0.0,0.0,0.0,male
1090,millau,2018-2019,08/09/2018,38.41,53.77,12,triangle FAI,Thierry CAPERAN,Millau Puncho,La Grauffesenque,13.97,12.82,11.62,0.0,0,D,Peak 2,0.0,0.0,2460.0,Puncho Déco Sud,441101.0,31093.0,0.0,La Grauffesenque,0.0,0.0,0.0,male
1091,millau,2018-2019,23/02/2019,23.21,27.85,12,triangle,Thomas SCHMITT,Millau Puncho Ouest,Puncho O,9.56,2.88,10.76,0.0,0,K,Enzo 3,28.5,0.8,1444.0,Falaise,441228.0,311468.0,1550939366.0,Millau Puncho,441105.0,310108.0,1550942295.0,male
1092,millau,2018-2019,23/03/2019,41.52,41.52,12,Dist 3 pts,Jean-luc VIAL,Millau Puncho,canalsc,2.91,18.68,17.13,2.76,0,D,Zeno,19.6,2.1,2327.0,Pouncho dÃ©co,441095.0,310217.0,1553346729.0,canalsc,43853.0,330337.0,1553354369.0,male
